-0.28714144,0.23554853,-0.09287549,0.5867306,-0.5384125,0.31438017,0.64605224,0.2017003,-0.18682387,0.44186324,0.81222636,0.10839393,-0.3607442,-0.46622157,0.08612587,0.7203798,0.01757184,0.6056244,-0.08400414,-0.478644,-0.006914294,0.5007967,-0.73584014,0.21154174,0.11371958,0.111932784,-0.53026783,0.38655248,-0.29928055,0.2214501,0.075506136,-0.29987213,-0.3306241,-0.036532562,0.04124721,0.5112006,-0.49882013,-0.19589056,-0.57917553,-0.5947369,0.58060724,0.535763,-0.573412,-0.72511065,0.2924334,-0.9744307,-1.4986458,-1.4025792,0.39486617,0.21797252,-0.4146952,0.42948553,0.099316776,-0.1442632,-0.7355881,0.2078135,-0.2813471,-0.81936467,-0.5186727,0.20586784,-0.197434,0.7062697,0.11633608,0.019871272,5422.2837
-0.06450314,0.14288451,0.16668797,0.38159192,0.023013793,0.53426105,0.65388846,0.62898713,-0.1493172,0.22407927,0.53862214,0.2533694,-0.32481915,0.045216963,-0.10747767,0.7101241,-0.10164568,0.8737443,-0.1685206,-0.54679024,0.19184065,0.7791864,-0.73230183,0.5775796,0.26169837,0.106110364,-0.74544656,0.6924733,-0.30268335,0.5908933,0.26193908,0.16346288,-0.55826235,-0.17914146,0.00185553,0.3707348,-0.1543264,-0.2576911,-0.57286155,-0.5757803,0.6501166,0.45838812,-0.56254864,-0.35417804,0.33460546,-0.6694741,-1.3152765,-1.4034191,0.094742365,0.12026682,-0.5205899,0.42877898,0.18445015,0.09714276,-0.44031686,-0.06866108,-0.13400578,-0.79564387,-0.25823465,0.20275839,0.12137385,0.7512053,0.29585803,0.11980884,8127.5605
-0.6167493,0.1207224,-0.38788524,1.6885755,-0.03247032,0.010344396,0.94936955,1.2914104,-0.7215518,0.568684,1.7508875,-0.7616121,0.24194294,-0.8288567,0.014016114,0.1786967,-0.14543754,1.4458092,0.84173036,-0.60640645,-0.29544076,0.5318308,-1.1059824,0.2626577,0.3986405,0.09574568,-0.44423223,1.0655227,0.4933886,-0.37100217,0.99876946,-0.8792304,0.1993424,0.09925271,0.57475996,0.68990207,-0.051086873,0.47972327,-1.4677683,-0.09892074,0.46016002,0.8045176,-1.4555411,0.6937287,0.3437459,-0.9053508,-1.2274878,-2.0292873,0.604878,-0.25522584,-0.6477472,1.0753713,-0.35863638,0.9687159,-0.47921088,0.7567497,-0.52943414,-0.9880716,-1.1474712,0.8171509,0.011220232,0.7307968,0.66910905,0.113378994,47142.24
-0.7137563,0.042469613,-0.122969545,1.5347774,0.4534566,-0.01880715,1.0550334,1.3204404,-0.6498786,0.34268856,1.6406459,-0.8617171,0.08514569,-0.3513571,-0.374109,0.011965737,0.09355241,1.7092777,0.93266416,-0.693083,-0.23901236,0.9292589,-1.023875,0.12152333,0.66061604,0.20789701,-0.31513995,0.85022044,0.24536319,-1.0829635,1.4150629,-0.6589966,0.050745174,0.47915584,0.33334553,0.09732087,0.5129598,0.72421783,-1.6486908,0.35515404,0.39955783,0.32965168,-1.5343469,1.9541646,0.46678862,-0.628951,-0.12158805,-1.8956658,0.6484501,-0.58423966,-0.50587237,1.1866578,-0.5812781,1.6607997,-0.34707764,0.84865564,-0.43518242,-0.5620256,-1.0354646,0.84827363,-0.12840447,0.82811874,0.74203545,0.34177816,54550.89
-0.5043016,0.25633684,-0.2152602,1.6333501,0.049161926,-0.101932436,0.81029516,1.3904978,-0.78198385,0.6239303,1.5926944,-0.7696064,0.40104052,-0.7023797,-0.033170186,0.20136328,-0.2135981,1.5219562,0.830595,-0.5063156,-0.33102348,0.64784056,-1.0932777,0.22175619,0.5550343,0.123179436,-0.59256685,1.0741553,0.5119121,-0.4159002,0.96911436,-0.72217405,0.14887333,0.17944908,0.47061995,0.6767694,0.07251756,0.4624244,-1.3442911,-0.04782553,0.52866703,0.789237,-1.4204116,0.9249414,0.46538916,-0.9772407,-1.1670413,-1.9873192,0.51977676,-0.3488514,-0.7410462,1.0186664,-0.31421435,0.96804917,-0.55015796,0.6779278,-0.5348514,-1.0719982,-1.2307963,0.9752604,0.082387105,0.72391486,0.67694986,0.0558754,14002.07
-0.59725034,0.34212852,-0.23940435,1.5067493,0.002199613,-0.19934608,0.80771464,1.0982798,-0.7786387,0.6849552,1.4911636,-0.7455604,0.279536,-0.71666634,-0.119642474,0.07068525,-0.1388279,1.4579575,0.7018546,-0.49044877,-0.28493473,0.5631328,-1.1240933,-0.042060003,0.4617466,0.015879959,-0.4378438,0.9663522,0.3118168,-0.5996548,0.9641687,-0.7699932,0.0914159,0.23754117,0.30440673,0.29823348,0.111609094,0.3110177,-1.2559624,-0.09990579,0.43575636,0.6733769,-1.3411185,1.0272987,0.37147847,-0.8823701,-0.96655715,-1.9330356,0.3401553,-0.46465597,-0.5943087,1.0851253,-0.17980164,0.9725659,-0.41280493,0.70659745,-0.45699853,-0.91834515,-0.9811995,0.8082832,-0.1727751,0.6133554,0.7398054,0.13772875,32829.918
-0.6095878,0.21392974,-0.3340052,1.4292474,0.1370027,-0.12547635,0.8678128,0.77421826,-0.8394561,0.62354034,1.3683826,-0.6693787,0.14325061,-0.5797172,-0.2661821,0.10804336,0.12201564,1.3246443,0.59676325,-0.6372795,-0.34932917,0.54276645,-1.0800117,0.048478507,0.40151903,0.14563173,-0.34199846,0.7939049,0.18866111,-0.5490066,0.89750177,-0.6317178,-0.14155135,0.5001207,0.16211957,0.029106468,0.15885162,0.3284218,-1.3629193,-0.057718534,0.3773046,0.5710416,-1.2938771,0.9239987,0.33018005,-0.7645135,-0.86921144,-1.7892898,0.35068563,-0.3673311,-0.55094206,1.0392417,-0.18643388,1.0984303,-0.43901765,0.69474757,-0.46484134,-0.820661,-0.81260407,0.73343563,-0.13745321,0.7289655,0.6685642,0.16772878,51400.32
-0.53803676,0.15781136,-0.32049316,1.2872083,0.18974328,-0.018352594,0.7677645,0.63926136,-0.73317075,0.42146802,1.2159382,-0.5961222,0.07777802,-0.4176969,-0.28535658,0.103753164,0.1612523,1.289136,0.64139783,-0.605932,-0.2892415,0.5629961,-1.027493,0.038474493,0.3290829,0.2460708,-0.3294177,0.6198685,0.1319873,-0.46336237,0.87215286,-0.6436149,-0.15679932,0.4704653,0.20167553,0.097928576,0.19827439,0.3542614,-1.3622986,0.15275842,0.28319743,0.4381738,-1.2439413,0.93797517,0.27166227,-0.6477827,-0.71116126,-1.6603413,0.4241681,-0.22838345,-0.43741566,0.9525281,-0.30443382,1.1006846,-0.32258236,0.5961854,-0.486017,-0.7810993,-0.7382984,0.67018175,-0.099556655,0.72606647,0.6178035,0.17561738,79919.14
-0.47744843,0.64057064,0.08944215,1.2839016,-0.061213106,0.18388595,0.4673138,0.4399473,-0.7809419,0.5344985,0.50032884,-0.42462665,0.14698374,-0.268032,-0.6340195,0.7352714,0.34509614,1.5461701,0.81685114,-0.27183092,-0.2125823,0.6170502,-0.94922787,-0.38222033,0.7690985,-0.037716553,-0.9579055,0.28119567,-0.25403818,-0.48856452,0.65810674,-0.75272834,-0.40204182,0.8322274,-0.27992514,0.2564791,0.01608418,-0.002684444,-1.0315104,0.31090546,0.36301526,0.29920253,-1.3436482,0.9570762,0.5091566,-0.6596004,-1.1389691,-2.2625568,0.37139642,-0.09521448,-0.7754038,0.8847228,0.38175404,1.0699689,-0.48770595,0.6827169,-0.22793418,-1.2231083,-0.6307415,0.8546778,0.1501916,0.7036126,0.5460301,-0.22568187,84535.22
-0.49680072,0.18133608,-0.3476932,1.2372965,0.010545827,0.03764576,0.7131336,0.868352,-0.23815265,0.34662318,1.1134855,-0.3785841,0.13131917,-0.29352307,-0.13606602,-0.03406401,0.13394046,1.1769499,0.5442586,-0.20431252,-0.110601455,0.60082465,-0.6916402,-0.07498279,0.31213787,0.15925184,-0.050925493,0.7483648,0.10687058,-0.48067597,0.74115825,-0.7013067,0.2349489,-0.04861714,0.124315985,0.17957792,0.2729951,0.30305377,-1.1160847,0.14150931,0.07419937,0.3803335,-1.0811002,1.0055045,0.24989364,-0.48567134,-0.53204453,-1.538394,0.5027361,-0.16225368,-0.13698967,0.8452995,-0.284621,0.7950239,-0.009317313,0.5853326,-0.45105797,-0.5425925,-0.61768705,0.3785249,-0.066905305,0.71166193,0.4753454,0.13278008,70896.9
