0.33320954,-0.029827029,-0.7464031,0.01011081,0.05225066,0.18425952,-0.28578055,0.25860238,0.46036977,0.12769967,0.21908565,0.103396155,0.4193732,-0.23195978,-0.4606941,0.16011786,0.3377742,0.44593465,-0.46096125,0.1497992,-0.69394547,0.1814437,0.2202917,-0.5820251,-0.8807729,-0.29158327,-0.18111959,-0.25208485,0.3974108,0.14971924,-0.07351531,0.28263932,5422.2837
0.3126943,0.6925885,-1.1553808,-0.22738911,-0.05703234,0.63692856,-0.72983855,0.32131943,0.29354334,0.16587879,0.00521405,0.008984068,0.63690794,-0.35146844,-0.64862275,-0.07670123,0.5263034,0.4399833,-0.63026583,0.4933614,-0.8945014,0.22824459,0.19028306,-0.6670561,-0.7272392,-0.47167525,-0.2464163,-0.13421023,0.46546412,0.23726021,0.14423129,0.39065486,8127.5605
0.110193476,0.3343184,-1.8380283,0.32570633,0.32621762,0.10323052,-0.17906758,-0.30144933,1.9897189,-0.1294361,1.2688104,0.16525036,0.954325,-0.2835352,-0.25398523,0.003072538,-0.12916806,0.24037321,-0.48123267,0.35996926,-0.9476803,0.13178734,-0.27355704,-0.4115959,-1.0304801,-0.4788007,-1.0172743,-0.30979714,0.633802,1.0361534,-0.17776157,0.56929684,47142.24
-0.45609972,0.6877886,-2.0287483,0.30862585,0.6788037,0.000214726,0.018455088,0.17553198,2.188117,0.12183645,1.6459507,0.23952194,1.0451173,-0.30937204,-0.8238344,0.15682122,-0.07093167,0.28963774,-0.6853616,0.3838402,-0.96758527,-0.15025951,-0.4573903,-0.51287,-0.67019403,-0.33312288,-1.2086887,-0.16193701,0.17269187,1.1660806,-0.11898033,0.64219445,54550.89
-0.096546516,0.4794128,-1.7304751,0.28479517,0.39974344,0.100503385,-0.11019218,-0.08494679,1.718384,-0.11019045,1.2678708,0.18691498,1.0371678,-0.28984922,-0.48636127,0.059810884,-0.15212765,0.15131615,-0.60046697,0.34810022,-0.9064948,0.063847035,-0.32200637,-0.45879897,-0.8523597,-0.3303913,-0.9818635,-0.25694853,0.4268921,0.98514134,-0.06266637,0.5164374,14002.07
-0.1820617,0.7362241,-2.0331163,0.3846443,0.60552496,0.124292575,-0.14799455,0.08407795,1.6066706,-0.035658777,1.2915105,0.071618006,1.2586088,-0.37793604,-0.57344735,0.017637976,-0.22930247,0.26629204,-0.57617676,0.39790133,-0.9007965,-0.09464426,-0.23811163,-0.59748137,-0.86363506,-0.23601197,-1.1496025,-0.26929548,0.42381996,1.0184776,0.05398492,0.4871895,32829.918
-0.095008716,0.6117227,-1.8833796,0.2983845,0.4897262,0.115552306,-0.124951854,0.116664566,1.5615556,-0.0374479,1.2670947,0.1898503,1.1689641,-0.32373405,-0.654776,0.20564109,-0.23247495,0.16047691,-0.58283114,0.4258589,-0.91952795,-0.017359018,-0.31841102,-0.6005852,-0.76904833,-0.18705413,-1.0472033,-0.24065508,0.31080407,0.91951936,-0.040508296,0.46229392,51400.32
-0.18194956,0.5131793,-1.731473,0.2506935,0.49005336,0.07393998,-0.06851807,0.034682356,1.5189011,-0.048400432,1.1381259,0.16380545,1.0703592,-0.31934243,-0.5362642,0.07826964,-0.14942299,0.16987868,-0.5445217,0.34676278,-0.8380073,0.005375505,-0.31525505,-0.49743614,-0.7552274,-0.32099444,-0.96933913,-0.25279537,0.35194772,0.87971807,-0.036546294,0.44697008,79919.14
-0.26191217,0.32748532,-1.083897,0.3855679,0.078729056,0.023135483,-0.026959598,-0.26404384,1.4858396,-0.3697219,1.1828374,0.25657067,0.5405223,-0.39293325,-0.3574864,-0.39868352,-0.022070289,0.09827128,-0.70149016,0.15777281,-0.6241536,0.17188333,-0.28164643,-0.17759511,-0.5378042,-0.4986851,-0.8765942,-0.18651527,0.5998388,1.084941,-0.08136751,0.37425122,84535.22
-0.11326671,0.4916768,-1.3658677,0.118398964,0.21861324,0.23883967,-0.0929818,0.10968431,1.5843961,-0.1953828,1.0868648,0.2763643,0.91728896,-0.36602232,-0.46854416,0.33457482,-0.20692529,0.14738666,-0.56240475,0.5152519,-0.8039378,0.0866659,-0.3672686,-0.5236,-0.69178927,-0.16179213,-0.7188376,-0.19827622,0.37742513,0.71298814,-0.05521931,0.48558077,70896.9
