Structure,HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,Calc_lambda,refractive_index,E_T(30),E_T^N,Quantum Yield,Exp. Kr,lambda,Exp. lifetime,,Refer,,,Note
 5G,-0.198230593,-0.076969331,15.920355,100.59,773.67,0.0002642,1.90364,1357669.638,0.8244,0.5617,4.25,1.6406,0.8793,0.4792,4.8946,2.9359,0.5436,0.5304,3.1439,1.5706,0.7285,0.5628,3.6267,1.6304,0.7995,0.4949,4.422,2.7228,0.6824,0.6197,3.916,1.2709,1,1,3,3,1.953930654,1.979812617,2.114332282,2.118429843,126.59953,126.68317,312.46736,312.57826,85249.59147,651.383665,1.4072,37.4,0.207,0.08,44400,461,1.8,,"Adv. Mater. 2017, 29, 1601861",,,
 5J,-0.208833384,-0.08334096,6.58630526,0.92,28.97,2.69E-05,2.22194,1357669.349,0.9571,0.4608,5.4637,3.9152,0.9657,0.3888,6.2284,4.8065,0.8119,0.6599,4.134,1.2838,0.7513,0.5491,4.1067,2.628,0.8353,0.5607,4.4381,2.4568,0.8366,0.506,4.9149,2.8758,1,2,2,3,1.92624635,2.005841719,2.099312745,2.201183545,126.62243,205.26971,205.35076,312.61942,6392.648807,558.070875,1.4448,40.7,0.309,0.72,60000,485,12,,"Adv. Mater. 2017, 29, 1601861",,,
 5K,-0.209850279,-0.081128116,4.98917458,3.79,34.04,4.67E-05,2.25826,1357669.605,0.9526,0.4735,5.3411,3.803,0.9688,0.4087,6.2749,4.5834,0.7991,0.6448,4.078,1.2894,0.7432,0.5451,4.0297,2.6615,0.8232,0.5449,4.3482,2.494,0.8821,0.5066,5.376,3.0074,1,2,2,3,1.925699094,2.000727368,2.095523562,2.184918076,126.62146,205.26948,205.35077,312.61333,10883.47119,549.0953212,1.4448,40.7,0.309,0.93,70500,488,13.2,,"Adv. Mater. 2017, 29, 1601861",,,
 5L,-0.208957401,-0.086330135,3.04582365,27.17,174.28,0.0001223,2.19825,1357669.982,0.897,0.5006,5.3302,1.9642,0.9671,0.3931,6.2452,2.8883,0.9199,0.5172,5.4031,0.9841,0.7956,0.5107,4.4504,1.9786,0.8241,0.5164,4.6385,0.7141,0.7531,0.5807,4.0377,0.4153,1,2,2,3,1.903752873,2.026822883,2.076176775,2.135488937,126.61659,205.2668,205.36387,312.61385,52529.53053,564.0850677,1.4448,40.7,0.309,0.99,63900,515,15.5,,"Adv. Mater. 2017, 29, 1601861",,,
 5M,-0.210534594,-0.089402428,5.15274368,51.28,28.28,0.0003845,2.13239,1357669.743,0.9706,0.4206,6.4475,5.108,0.9359,0.5736,6.0233,3.4933,0.9101,0.4754,5.6169,3.8636,0.744,0.544,3.9392,3.8546,0.8617,0.524,5.2746,2.8671,0.7451,0.5634,4.3841,2.4638,1,2,2,3,1.91838187,2.013822981,2.084522247,2.138929639,126.61723,205.26856,205.35046,312.53363,79708.15265,581.5071352,1.4448,40.7,0.309,0.74,29200,528,25.3,,"Adv. Mater. 2017, 29, 1601861",,,
 5N,-0.207623141,-0.084486422,7.21915792,7.61,148.37,0.0007914,2.34434,1357669.777,0.9425,0.4509,5.3469,3.4837,0.9533,0.3457,6.0571,4.9651,0.8257,0.5471,4.5108,1.4783,0.8703,0.4557,4.8384,3.377,0.7985,0.4694,4.6999,2.6223,0.7862,0.5397,4.3314,0.9166,1,2,2,3,1.921485363,2.014350764,2.092038958,2.138318031,126.62043,205.30952,205.35245,312.59472,231459.4033,528.9335165,1.4448,40.7,0.309,0.73,155000,503,4.7,,"Adv. Mater. 2017, 29, 1601861",,,
 5O,-0.206657272,-0.083894677,5.71746951,5.39,158.27,0.0007246,2.32647,1357668.773,0.9405,0.4569,5.349,3.5203,0.9224,0.4077,5.6767,4.1286,0.8588,0.523,4.9932,1.9314,0.8676,0.461,4.8305,3.3919,0.7309,0.5723,4.1245,1.0825,0.8188,0.4909,4.5058,1.9446,1,2,2,3,1.924327675,2.019192165,2.111983665,2.146290754,126.61536,205.31188,205.3319,312.61771,205358.2767,532.9963421,1.4448,40.7,0.309,0.9,184000,522,4.9,,"Adv. Mater. 2017, 29, 1601861",,,
 5P,-0.20420262,-0.083527311,6.8055463,8.4,296,0.001525,2.23333,1357669.518,0.9297,0.4533,5.213,2.8867,0.8598,0.5229,4.6729,2.611,0.9507,0.5175,5.4935,2.3789,0.8737,0.4586,4.8216,2.7876,0.778,0.5468,4.1474,2.2578,0.7524,0.5773,4.0741,1.5424,1,2,2,3,1.944500193,2.010334549,2.066854131,2.082421907,126.54429,205.31091,205.26595,312.58313,393936.7577,555.2247093,1.4448,40.7,0.309,0.9,209000,551,4.3,,"Adv. Mater. 2017, 29, 1601861",,,
 5R,-0.208517118,-0.088165945,4.64392997,34.98,231.69,0.000458,2.1411,1357669.361,0.8972,0.5021,5.0821,1.977,0.8902,0.6281,5.4268,1.121,0.923,0.491,5.2112,2.1204,0.8077,0.526,4.5122,1.7771,0.8332,0.6025,5.0195,1.1498,0.7963,0.5508,4.2224,1.8093,1,2,3,2,1.918755065,2.012951564,2.077973532,2.097546662,126.56431,205.29152,312.59263,205.31166,160693.01,579.1415627,1.4448,40.7,0.309,0.86,130000,553,6.6,,"Adv. Mater. 2017, 29, 1601861",,,
 5S,-0.205520312,-0.082445677,4.20697576,11.16,213.72,0.002443,2.34084,1357669.396,0.9346,0.4754,5.4911,3.0352,0.8869,0.5252,5.2474,2.9013,0.9011,0.5259,5.8884,2.9647,0.8625,0.4833,4.8768,2.9535,0.7708,0.5415,4.5485,2.4341,0.7799,0.5742,4.1899,1.8939,1,2,2,3,1.951733845,2.012185379,2.079859611,2.090697013,126.56091,205.29847,205.3104,312.58896,658255.4948,529.7243724,1.4448,40.7,0.309,0.47,79700,526,5.9,,"Adv. Mater. 2017, 29, 1601861",,,
 5T,-0.207158818,-0.084469589,3.65206085,4.52,219.02,0.002176,2.3286,1357669.171,0.9353,0.4776,5.3569,2.8314,0.8325,0.5802,4.509,1.8944,0.9156,0.4836,6.2113,4.225,0.8713,0.4829,4.8699,2.7436,0.7339,0.56,4.3572,2.3149,0.7972,0.5574,4.2234,2.0261,1,2,2,3,1.953099076,2.013799146,2.076444317,2.085209342,126.56965,205.29763,205.31657,312.58562,598810.7909,532.5088036,1.4448,40.7,0.309,0.49,55700,527,8.8,,"Adv. Mater. 2017, 29, 1601861",,,
 5U,-0.202821551,-0.061981552,10.01973998,19.46,101.72,0.0007909,2.64304,1357672.7,0.9478,0.5359,5.3023,2.833,0.8868,0.5737,4.8032,1.9231,0.8815,0.673,5.1481,1.724,0.7427,0.5875,4.2404,2.2318,0.844,0.5901,4.5036,2.0958,0.8474,0.5878,4.7617,1.9712,1,1,2,2,1.974985823,1.985954682,2.157759486,2.173199715,126.5017,126.51979,205.46383,205.37107,301413.3615,469.1567286,1.4448,40.7,0.309,0.71,215000,454,3.3,,"Adv. Mater. 2017, 29, 1601861",,,
 5V,-0.202036235,-0.062122862,12.46759484,13.4,76.45,0.0009614,2.64024,1357674.348,0.9505,0.5286,5.227,2.7909,0.8853,0.6,4.6325,1.7217,0.9122,0.6031,4.9706,1.7023,0.7596,0.5746,4.2739,2.2395,0.8477,0.5823,4.4786,1.9964,0.8113,0.5549,4.3489,1.9525,1,1,1,2,2.000340971,2.014922579,2.084286209,2.172843759,126.52139,126.51249,126.69335,205.38306,372850.8478,469.6542739,1.4448,40.7,0.309,0.78,186000,452,4.2,,"Adv. Mater. 2017, 29, 1601861",,,
 5W,-0.211407754,-0.072763072,10.53803422,322.21,287.91,0.0006223,2.72939,1357673.629,0.9456,0.3661,5.1721,4.166,0.9533,0.3908,4.8501,3.8806,0.9582,0.3515,5.5092,3.7386,0.8751,0.3777,4.7966,3.9966,0.8708,0.4334,4.5405,3.3255,0.7242,0.5629,3.6092,1.5814,1,1,2,2,1.958045199,2.002422033,2.088272971,2.150208827,126.52118,126.51185,205.44773,205.45804,475788.9197,454.3139676,1.4448,40.7,0.309,0.39,130000,430,3,,"Adv. Mater. 2017, 29, 1601861",,,
 5X,-0.210260253,-0.063436734,12.80502413,42.5,245.53,0.00148,2.62942,1357675.896,0.8357,0.5155,4.0995,2.5043,0.9392,0.5321,5.0391,2.2944,0.8893,0.5302,4.518,2.283,0.7083,0.5219,3.4296,2.4532,0.7979,0.5261,4.1901,2.7485,0.7711,0.5464,3.8427,1.8834,1,1,1,2,1.949433251,2.045835282,2.052791758,2.16900461,126.52585,126.5272,126.71305,205.39872,575331.2321,471.5868899,1.4448,40.7,0.309,0.07,175000,442,0.4,,"Adv. Mater. 2017, 29, 1601861",,,
 5Z,-0.197389039,-0.068287308,9.01264829,6.48,39.44,0.0008301,2.41924,1357672.497,0.906,0.6007,5.5715,2.2758,0.9285,0.5288,5.6301,2.7391,0.8817,0.6734,5.1519,1.2539,0.7892,0.6072,4.808,2.1298,0.7722,0.6331,4.4427,1.7787,0.874,0.571,5.2364,2.3581,1,1,2,2,1.973566822,1.993244842,2.158292381,2.18100917,126.52708,126.4971,205.35681,205.49391,237338.2596,512.5576627,1.4448,40.7,0.309,0.81,62800,491,12.9,,"Adv. Mater. 2017, 29, 1601861",,,
 6B,-0.227261653,-0.084086127,7.0755972,25.96,216.54,0.0001749,2.32437,1357669.535,0.7677,0.6923,3.5855,0.884,0.807,0.2969,3.4783,2.4349,0.986,0.0885,5.1376,4.7267,0.6835,0.6972,3.3282,0.8793,0.7358,0.6978,3.5287,1.1075,0.7565,0.2971,3.3638,2.41,1,2,2,4,1.975492344,2.034609791,2.07951653,2.500459558,126.5981,205.35437,205.35292,3310.98356,66701.80399,533.4778886,1.4448,40.7,0.309,0.002,1110,485,1.8,,"Adv. Mater. 2017, 29, 1601861",,,
 6C,-0.231402231,-0.089306107,9.68254278,45.64,195.11,0.0004186,2.33123,1357668.838,0.7934,0.6881,3.7936,0.8647,0.8477,0.562,4.2537,1.9564,0.8098,0.6981,3.979,0.4411,0.6926,0.693,3.4196,0.9099,0.7554,0.7152,3.7831,0.9895,0.7704,0.5679,3.904,1.9198,1,2,2,4,1.912002354,2.053922345,2.09318991,2.493057962,126.62502,205.36253,205.35007,3310.95955,127119.7079,531.9080485,1.4448,40.7,0.309,0.6,83300,490,7.2,,"Adv. Mater. 2017, 29, 1601861",,,
 6E,-0.221326394,-0.07551307,3.71047599,70.12,305.01,6.57E-05,2.40307,1357666.105,0.7714,0.665,3.595,1.0567,0.8204,0.2808,3.4699,2.4613,0.8851,0.549,4.6071,2.7653,0.6864,0.6676,3.384,1.0646,0.7972,0.5586,3.9514,2.6454,0.5363,0.5517,2.6119,1.4932,1,2,3,3,1.972103446,2.00202023,2.051478004,2.137655258,126.61833,205.36697,312.7355,312.74618,24889.18116,516.0066082,1.406,,,0.02,2000000,466,0.01,,"Adv. Mater. 2017, 29, 1601861",,,
 6G,-0.237748752,-0.089882084,7.34853431,31.32,196.94,0.0004308,2.43227,1357668.9,0.7701,0.7101,3.722,0.6134,0.8635,0.5694,4.4413,0.6334,0.8106,0.6122,3.9757,0.65,0.6787,0.7078,3.3818,0.6731,0.7678,0.6303,3.9824,0.9474,0.7074,0.6562,3.4893,1.4394,1,2,2,4,1.917031559,2.047077185,2.087689872,2.48516921,126.62027,205.36042,205.34459,3310.97275,151831.0008,509.8118219,1.4448,40.7,0.309,0.46,153000,470,3,,"Adv. Mater. 2017, 29, 1601861",,,
 6H,-0.236121179,-0.087860072,7.70217029,46.89,197.68,0.0004941,2.43699,1357668.887,0.7706,0.7159,3.769,0.662,0.8529,0.5785,4.4305,0.3693,0.7324,0.2925,3.3498,2.0781,0.6804,0.7135,3.415,0.7493,0.7697,0.6412,4.0214,1.3437,0.6953,0.6465,3.469,1.5232,1,2,2,4,1.918026329,2.045474517,2.086229613,2.488007235,126.6199,205.34735,205.33253,3310.97065,164054.9297,508.8244104,1.4448,40.7,0.309,0.87,110126.5823,465,7.9,,"Adv. Mater. 2017, 29, 1601861",,,
 6I,-0.241793879,-0.083582567,11.86465832,324.21,0.96,0.0008757,2.68921,1357668.485,0.8513,0.543,4.1187,1.278,0.7809,0.649,4.0898,0.2501,0.7703,0.6848,3.8406,0.3319,0.6704,0.761,3.4825,0.7824,0.7274,0.5784,3.5486,0.7942,0.7398,0.6748,3.8974,0.2699,1,2,2,4,1.928,2.061728644,2.062715201,2.487,126.61945,205.31212,205.31196,3310.97016,294041.6782,461.1019593,1.4448,40.7,0.309,0.71,91025.64103,465,7.8,,"Adv. Mater. 2017, 29, 1601861",,,
 6J,-0.22361292,-0.076725772,9.40255289,139.21,195.67,0.000976,2.60339,1357668.825,0.8531,0.5769,4.833,1.4555,0.8346,0.6377,4.2511,0.7927,0.8503,0.5941,4.9394,1.607,0.6969,0.6037,3.5712,1.2337,0.7615,0.6103,4.0947,1.0176,0.7381,0.6023,3.9873,1.3241,1,2,2,4,1.922114981,2.045819151,2.078339963,2.496016426,126.61664,205.29988,205.28412,3310.96355,318772.5571,476.3020523,1.4448,40.7,0.309,0.6,128000,453,4.7,,"Chem. Sci., 2013,4, 2630-2644",,,
 6K,-0.218264696,-0.072015822,14.71033163,48.61,174.32,0.0002801,2.36141,1357667.196,0.7642,0.7608,3.5859,0.9849,0.8205,0.6262,3.9364,0.7243,0.7994,0.2586,3.3472,2.3534,0.6867,0.7647,3.3282,0.978,0.7716,0.6543,3.8149,1.9774,0.7168,0.6252,3.5875,1.6208,1,2,2,4,1.944000257,2.034958722,2.068901641,2.493009827,126.6091,205.33921,205.31766,3310.93703,78567.03191,525.1099978,1.4448,40.7,0.309,0.56,50900,470,11,,"Chem. Sci., 2013,4, 2630-2644",,,
 6L,-0.224581771,-0.122248371,11.85678825,815.7,844.92,3.06E-05,0.46579,1357639.529,0.6025,0.6686,2.5466,0.1807,0.51,0.6098,2.1909,0.3318,0.5902,0.5698,2.3884,0.9007,0.5368,0.6645,2.2923,0.1664,0.4699,0.579,2.0335,0.9314,0.491,0.606,2.1496,0.3334,1,4,2,2,2.05797619,2.42963454,2.538896217,2.542935508,126.55743,3311.0215,205.58616,205.577,331.3013345,2662.143885,1.4448,40.7,0.309,0.01,100000,432,0.1,,"Chem. Sci., 2013,4, 2630-2644",,,
 6Q,-0.205199212,-0.054960206,4.21601581,453.31,610.61,0.002562,2.54667,1357670.587,0.9189,0.3547,4.4526,3.7253,0.9029,0.2603,3.0738,2.3491,0.7497,0.5111,4.0342,1.7649,0.5708,0.4591,2.7275,2.9386,0.86,0.3999,4.2333,3.2719,0.6846,0.5137,3.5509,2.7042,1,1,3,3,1.978185279,2.008435461,2.078629597,2.120275925,126.68416,126.57559,312.71321,312.74483,745842.5451,486.9103574,1.4906,,,0.4,50000,454,8,,"Chem. Sci., 2013,4, 2630-2644","Chem. Sci., 2013,4, 2630-2644",,
 6R,-0.195438739,-0.047440124,4.80592797,78.11,4.19,9.69E-06,2.32233,1357670.264,0.8688,0.6535,5.2574,1.8907,0.9346,0.3755,5.8441,4.2803,0.8602,0.6262,4.863,2.327,0.6592,0.6473,3.154,2.0145,0.6037,0.5884,3.4182,1.0412,0.7705,0.582,4.6342,2.2117,1,1,3,3,1.967842727,1.99804029,2.092005975,2.144312011,126.68634,126.56624,312.61261,312.56498,2368.001461,533.9465106,1.4906,,,0.58,3169.398907,476,183,,"Chem. Sci., 2013,4, 2630-2644",,,
 6T,-0.218127302,-0.056633495,5.3753601,232.11,577.3,0.0006051,2.59957,1357670.221,0.8245,0.553,4.0609,1.7717,0.7155,0.5658,3.8053,1.8032,0.8226,0.341,3.0554,1.5387,0.5294,0.5672,2.5755,1.5861,0.6673,0.5646,3.5298,1.3083,0.8121,0.5498,3.8904,1.2993,1,1,3,3,1.977935793,2.011669207,2.075188907,2.120705071,126.68706,126.57493,312.67127,312.73921,241065.3138,477.0019657,1.4906,,,0.54,69200,461,7.8,,"Chem. Asian J., 2014, 9, 2984-2994",,,
 6W,-0.208591231,-0.060984669,5.48075003,107.12,244.18,5.26E-05,2.46955,1357671.166,0.6878,0.7625,4.0108,0.7279,0.9729,0.2597,6.1236,5.4068,0.8178,0.5851,4.8435,2.4047,0.6679,0.7946,3.742,0.5372,0.55,0.4334,3.0849,4.0712,0.6909,0.5923,3.8003,2.3415,1,1,3,3,1.971335842,1.973867523,2.102321098,2.145605975,126.64807,126.581,312.72154,312.71762,21127.05528,502.1157701,1.4906,,,0.9,39130.43478,463,23,,"Chem. Asian J., 2014, 9, 2984-2994",,,
 7C,-0.174750335,-0.048233313,1.9837948,0.08,0.02,0.0006167,2.30872,1357674.068,0.8938,0.5484,4.474,2.1146,0.9181,0.5648,4.5828,1.5256,0.9086,0.2321,4.8992,4.1746,0.851,0.5474,4.3291,2.1305,0.8346,0.5662,4.2833,1.5104,0.7354,0.6624,3.6769,1.0248,1,1,2,2,1.959176358,1.959176358,2.103622827,2.103622827,126.52212,126.52212,205.53412,205.53411,175780.2396,537.0941474,1.406,,,0.56,114285.7143,484,4.9,,"Chem. Asian J., 2014, 9, 2984-2994",,,
 7D,-0.171757629,-0.040691675,2.96979093,2.44,62.81,0.0005285,2.44917,1357672.546,0.8961,0.5373,4.5685,2.1833,0.9199,0.5584,4.6424,1.4745,0.9073,0.1978,4.86,4.2429,0.8508,0.5347,4.3949,2.206,0.8183,0.5615,4.2941,1.4019,0.7401,0.6643,3.6648,0.9913,1,1,2,2,1.963202231,1.963202231,2.143543561,2.143543561,126.51984,126.5198,205.54023,205.54022,237002.4314,506.293969,1.406,,,0.37,109000,474,3.4,,"Chem. Asian J., 2014, 9, 2984-2994",,,
 7E,-0.171220853,-0.043969043,3.2368525,0.02,0.24,0.0006358,2.32141,1357674.046,0.891,0.5501,4.4598,2.0957,0.9166,0.5672,4.5642,1.4305,0.9091,0.1566,4.9256,4.4031,0.8466,0.5491,4.306,2.1135,0.8343,0.5681,4.2699,1.4065,0.7307,0.6693,3.673,1.0254,1,1,2,2,1.959176358,1.959176358,2.102028782,2.102028782,126.52175,126.52176,205.5297,205.5297,182637.304,534.1581194,1.406,,,0.63,110526.3158,486,5.7,,"Chem. Asian J., 2014, 9, 2984-2994",,,
 7F,-0.208582078,-0.065050752,12.74508773,5.34,48.42,0.001777,2.52423,1357677.278,0.8739,0.6176,3.833,0.5187,0.8756,0.657,3.4882,0.3189,0.8776,0.6919,3.9464,0.5189,0.8093,0.6191,3.634,0.4932,0.7091,0.6884,3.3221,0.2202,0.7849,0.6448,4.0415,1.4971,1,1,1,1,2.00625148,2.00625148,2.069543186,2.069543186,126.53833,126.53835,126.72111,126.7208,813870.3852,491.2389125,1.4448,40.7,0.309,0.77,241000,471,3.2,,"Chem. Asian J., 2014, 9, 2984-2994",,,
 7G,-0.204171151,-0.079229906,16.39193211,129.3,805.57,0.0001581,1.96732,1357669.571,0.8106,0.5601,4.1186,1.689,0.8631,0.4899,4.6213,2.6703,0.5313,0.5283,3.0587,1.7455,0.7077,0.5636,3.5034,1.667,0.7718,0.5111,4.0451,2.4323,0.697,0.6204,3.9628,1.3291,1,1,3,3,1.956418667,1.977594751,2.11555241,2.118587737,126.60021,126.68469,312.62236,312.57728,66473.85556,630.2990871,1.412,,,0.03,60000,457,0.5,,"Chem. Mater. 2020, 32, 537 ",,,
 7H,-0.202469635,-0.07922523,16.39340408,91.45,752.89,0.0003647,1.9609,1357669.693,0.8228,0.5699,4.1615,1.6055,0.8768,0.4867,4.838,3.0217,0.6291,0.4928,3.6948,0.9218,0.7377,0.5712,3.5948,1.5868,0.7818,0.5082,4.2636,2.7447,0.6913,0.5983,3.7635,0.6046,1,1,3,3,1.953637889,1.979084637,2.113562396,2.118938177,126.60146,126.67714,312.62916,312.57569,117990.895,632.3626906,1.412,,,0.18,51400,443,3.5,,"Chem. Mater. 2020, 32, 537 ",,,
 7I,-0.198146265,-0.077092538,16.06855331,96.98,764.75,0.0002684,1.90631,1357669.581,0.8259,0.5596,4.2392,1.6587,0.8811,0.48,4.8818,2.9268,0.5455,0.528,3.1499,1.465,0.7322,0.561,3.6228,1.6471,0.8001,0.4964,4.4128,2.7125,0.6787,0.6256,3.8826,1.2468,1,1,3,3,1.954418072,1.981254401,2.116499468,2.120667348,126.60018,126.6797,312.63145,312.56247,91357.72757,650.4713294,1.412,,,0.07,38900,460,1.8,,"Chem. Mater. 2020, 32, 537 ",,,
 7J,-0.198543673,-0.076512057,15.99985988,97.76,756.87,0.0002043,1.92834,1357669.565,0.8247,0.562,4.2464,1.6291,0.8771,0.4812,4.8783,2.9493,0.544,0.5275,3.146,1.6894,0.7296,0.5631,3.6252,1.6203,0.8003,0.4962,4.4369,2.743,0.677,0.624,3.8628,1.2231,1,1,3,3,1.954714046,1.978799889,2.119868864,2.120002594,126.601,126.68038,312.55402,312.55931,75887.02757,643.0401278,1.412,,,0.08,44400,461,1.8,,"Chem. Mater. 2020, 32, 537 ",,,
 7K,-0.245879355,-0.103680361,26.25980102,66.93,111.15,0.0001834,2.35147,1357663.523,0.8506,0.5898,4.6216,1.268,0.9181,0.572,5.1068,1.6663,0.9218,0.4496,5.3157,2.2778,0.6913,0.5803,3.4946,1.1704,0.7645,0.5607,4.0757,1.0264,0.6151,0.6118,3.2076,2.3621,2,2,2,2,1.998330053,2.023137662,2.032018209,2.054733316,205.41782,205.38796,205.32381,205.30022,55049.04876,527.3297129,1.4448,40.7,0.309,0.6,52200,452,11.5,,"Chem. Mater. 2020, 32, 537 ",,,
 7L,-0.239796916,-0.093639535,24.67583557,71.13,98.81,0.0004224,2.42307,1357664.635,0.8321,0.6519,4.1896,0.6923,0.915,0.4306,5.0227,2.2976,0.9352,0.5095,5.1128,1.4321,0.6871,0.6371,3.4216,0.9533,0.7173,0.4933,3.6628,1.4597,0.6339,0.6625,3.296,1.5528,2,2,2,2,2.010891345,2.019924751,2.024545875,2.05042776,205.38412,205.35544,205.32302,205.29465,130017.5109,511.7474939,1.4448,40.7,0.309,0.67,72000,460,9.3,,"Chem. Mater. 2020, 32, 537 ",,,
 7M,-0.236990333,-0.093035564,24.4593385,76.14,95.57,0.0004241,2.41866,1357664.668,0.8551,0.5209,4.5407,1.8126,0.9532,0.5782,5.5184,1.2893,0.8871,0.5252,4.8506,1.9948,0.6878,0.5428,3.428,1.515,0.7245,0.5629,3.7573,1.1581,0.6536,0.6623,3.5646,1.2683,2,2,2,2,2.009982587,2.019352619,2.025017531,2.051172835,205.383,205.35452,205.31975,205.29442,122185.5833,512.6805752,1.4448,40.7,0.309,0.82,105000,461,7.8,,"Chem. Mater. 2020, 32, 537 ",,,
 7N,-0.187137926,-0.071722587,7.32099543,404.83,327.96,0.0005871,2.16608,1357673.025,0.966,0.3238,5.2977,4.4298,0.9589,0.3376,4.8796,3.8351,0.9561,0.3135,4.009,3.4412,0.9297,0.3254,5.1419,4.4053,0.9336,0.3409,4.6419,3.8097,0.9273,0.3196,3.8744,3.2423,1,1,2,2,1.958050306,1.996103705,2.095923901,2.151682597,126.53383,126.51952,205.48714,205.49709,153585.9887,572.4626976,1.4906,,,0.83,111000,430,7.5,,"Chem. Mater. 2020, 32, 537 ",,,
 7O,-0.184671948,-0.071083087,9.19418574,330.81,260.93,0.0006561,2.12432,1357674.906,0.9684,0.3328,5.3402,4.4525,0.9668,0.2978,4.8725,3.6339,0.9663,0.3115,4.2206,3.8102,0.9355,0.3348,5.1716,4.4586,0.938,0.3016,4.554,3.5875,0.9314,0.3204,3.8908,3.4173,1,1,1,2,1.967344911,2.034728729,2.077041646,2.1020245,126.53474,126.53021,126.72074,205.48854,150613.1218,583.7162009,1.4906,,,0.58,232000,442,2.5,,"Chem. Mater. 2020, 32, 537 ",,,
 7P,-0.18053875,-0.07247965,9.01239081,81.51,218.81,0.0001692,2.0393,1357674.058,0.9754,0.3397,5.3396,3.9655,0.9507,0.382,4.9775,3.4745,0.9659,0.3176,4.3221,3.6108,0.9463,0.3412,5.1166,3.9428,0.908,0.3849,4.8809,3.4787,0.8546,0.4174,4.8061,3.0363,1,1,1,2,1.991394988,2.013663825,2.079189506,2.14669001,126.53447,126.51751,126.72202,205.4958,76771.15794,608.0517825,1.4906,,,0.89,217000,452,4.1,,"Inorg. Chem. 2019, 58, 12348",,,
 7Q,-0.18057512,-0.08170097,7.76066887,124.83,449.3,0.0009722,1.77223,1357670.714,0.9591,0.3267,5.1931,3.9635,0.9305,0.4079,4.912,3.3375,0.9347,0.3285,4.2979,3.5076,0.9349,0.3297,5.0067,3.9419,0.8712,0.4095,4.6743,3.3269,0.8857,0.3267,3.9588,3.1726,1,1,2,2,1.970854383,1.992658024,2.167834173,2.170732826,126.50078,126.53543,205.48039,205.51278,201655.1912,699.6834497,1.4906,,,0.85,189000,449,4.5,,"Inorg. Chem. 2019, 58, 12348",,,
 8A,-0.204173118,-0.07907795,16.39730441,129.18,805.86,0.0001586,1.97183,1357669.551,0.8103,0.5602,4.1178,1.6899,0.8626,0.4901,4.6215,2.6741,0.5308,0.5288,3.055,1.7333,0.7078,0.5637,3.504,1.6672,0.7708,0.5115,4.0405,2.4336,0.6972,0.6212,3.9651,1.3184,1,1,3,3,1.956418667,1.978283347,2.114830726,2.117989141,126.60028,126.68374,312.62281,312.57612,66789.693,628.8574573,1.412,,,0.03,60000,457,0.5,,"Inorg. Chem. 2019, 58, 12348",,,
 8B,-0.202432311,-0.079111496,16.39533515,91.42,754.02,0.0003746,1.96426,1357669.673,0.823,0.5687,4.1674,1.6145,0.8775,0.4872,4.8406,3.0076,0.6369,0.492,3.7385,0.9982,0.7381,0.57,3.5981,1.5973,0.783,0.5083,4.273,2.7358,0.6946,0.5905,3.7229,0.6236,1,1,3,3,1.953637889,1.979813375,2.113498048,2.118831282,126.60141,126.6761,312.62877,312.57477,124322.3584,631.2809913,1.412,,,0.18,51400,443,3.5,,"Inorg. Chem. 2021, 60, 12972-12983",,,
 8C,-0.198932893,-0.058624686,16.81433509,17.69,722.41,0.000675,2.47327,1357668.138,0.8071,0.551,4.3037,1.5783,0.8756,0.5575,4.4317,1.5948,0.8549,0.6157,5.1547,1.2222,0.7394,0.5579,3.877,1.5176,0.7694,0.5902,3.5798,1.3974,0.6979,0.6181,4.1831,1.1295,1,1,3,3,1.967806139,1.967806139,2.125531698,2.125531698,126.62049,126.62054,312.58238,312.58239,226488.839,501.360547,1.412,,,0.07,38888.88889,460,1.8,,"Inorg. Chem. 2021, 60, 12972-12983",,,
 8D,-0.198504155,-0.076511429,16.00165456,97.7,756.19,0.0002009,1.92677,1357669.544,0.8245,0.5624,4.2438,1.6258,0.8766,0.4806,4.8754,2.9572,0.5437,0.5259,3.1432,1.6991,0.7294,0.5635,3.6239,1.6157,0.7998,0.4958,4.433,2.7487,0.677,0.6238,3.8615,1.224,1,1,3,3,1.954714046,1.979459017,2.119368302,2.120002594,126.60097,126.68054,312.55264,312.5588,74766.74363,643.5640995,1.412,,,0.08,44444.44444,461,1.8,,"Inorg. Chem. 2021, 60, 12972-12983",,,
